NO,ISSUE,SEVERITY,DESCRIPTION,OPTIONS,app,source_path
7,"Service (com.google.android.gms.auth.api.signin.RevocationBoundService) is Protected by a permission, but the protection level of the permission should be checked.Permission: com.google.android.gms.auth.api.signin.permission.REVOCATION_NOTIFICATION [android:exported=true]",warning,"A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule service_exported_protected_permission_not_defined in com.subaru.telematics.app.remote,Subaru,/home/jovyan/work/SOEN 321/car_app_analysis/Subaru/manifest_analysis.csv
8,"Broadcast Receiver (com.google.firebase.iid.FirebaseInstanceIdReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: com.google.android.c2dm.permission.SEND [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.subaru.telematics.app.remote,Subaru,/home/jovyan/work/SOEN 321/car_app_analysis/Subaru/manifest_analysis.csv
9,"Service (androidx.work.impl.background.systemjob.SystemJobService) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.BIND_JOB_SERVICE [android:exported=true]",warning,"A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule service_exported_protected_permission_not_defined in com.subaru.telematics.app.remote,Subaru,/home/jovyan/work/SOEN 321/car_app_analysis/Subaru/manifest_analysis.csv
10,"Broadcast Receiver (androidx.work.impl.diagnostics.DiagnosticsReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.DUMP [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.subaru.telematics.app.remote,Subaru,/home/jovyan/work/SOEN 321/car_app_analysis/Subaru/manifest_analysis.csv
11,"Broadcast Receiver (androidx.profileinstaller.ProfileInstallReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.DUMP [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.subaru.telematics.app.remote,Subaru,/home/jovyan/work/SOEN 321/car_app_analysis/Subaru/manifest_analysis.csv
1,"App can be installed on a vulnerable unpatched Android versionAndroid 7.0, [minSdk=24]",high,"This application can be installed on an older version of android that has multiple unfixed vulnerabilities. These devices won't receive reasonable security updates from Google. Support an Android version => 10, API 29 to receive reasonable security updates.",Suppression the rule vulnerable_os_version in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
2,App has a Network Security Configuration[android:networkSecurityConfig=@xml/network_security_config],info,"The Network Security Configuration feature lets apps customize their network security settings in a safe, declarative configuration file without modifying app code. These settings can be configured for specific domains and for a specific app.",Suppression the rule has_network_security in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
3,App Link assetlinks.json file not found[android:name=com.teslamotors.TeslaApp.MainActivity][android:host=https://tesla.com],high,"App Link asset verification URL (https://tesla.com/.well-known/assetlinks.json) not found or configured incorrectly. (Status Code: 403). App Links allow users to redirect from a web URL/email to the mobile app. If this file is missing or incorrectly configured for the App Link host/domain, a malicious app can hijack such URLs. This may lead to phishing attacks, leak sensitive data in the URI, such as PII, OAuth tokens, magic link/password reset tokens and more. You must verify the App Link domain by hosting the assetlinks.json file and enabling verification via [android:autoVerify=""true""] in the Activity intent-filter.",Suppression the rule activity_well_known_assetlinks in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
4,App Link assetlinks.json file not found[android:name=com.teslamotors.TeslaApp.MainActivity][android:host=https://www.tesla.com],high,"App Link asset verification URL (https://www.tesla.com/.well-known/assetlinks.json) not found or configured incorrectly. (Status Code: 403). App Links allow users to redirect from a web URL/email to the mobile app. If this file is missing or incorrectly configured for the App Link host/domain, a malicious app can hijack such URLs. This may lead to phishing attacks, leak sensitive data in the URI, such as PII, OAuth tokens, magic link/password reset tokens and more. You must verify the App Link domain by hosting the assetlinks.json file and enabling verification via [android:autoVerify=""true""] in the Activity intent-filter.",Suppression the rule activity_well_known_assetlinks in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
5,App Link assetlinks.json file not found[android:name=com.teslamotors.TeslaApp.MainActivity][android:host=https://shop.tesla.com],high,"App Link asset verification URL (https://shop.tesla.com/.well-known/assetlinks.json) not found or configured incorrectly. (Status Code: 403). App Links allow users to redirect from a web URL/email to the mobile app. If this file is missing or incorrectly configured for the App Link host/domain, a malicious app can hijack such URLs. This may lead to phishing attacks, leak sensitive data in the URI, such as PII, OAuth tokens, magic link/password reset tokens and more. You must verify the App Link domain by hosting the assetlinks.json file and enabling verification via [android:autoVerify=""true""] in the Activity intent-filter.",Suppression the rule activity_well_known_assetlinks in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
6,Activity (com.tesla.TeslaV4.wxapi.WXPayEntryActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
7,Broadcast Receiver (com.teslamotors.plugins.ble.BLEBootReceiver) is not Protected. [android:exported=true],warning,A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule receiver_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
8,"Service (com.teslamotors.plugins.ble.TeslaCardEmulationService) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.BIND_NFC_SERVICE [android:exported=true]",warning,"A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule service_exported_protected_permission_not_defined in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
9,Activity (com.plaid.internal.LinkRedirectActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
10,Activity (com.tesla.share.ShareActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
11,Broadcast Receiver (cn.jpush.android.asus.AsusPushMessageReceiver) is not Protected. [android:exported=true],warning,A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule receiver_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
12,Broadcast Receiver (com.huawei.hms.support.api.push.PushReceiver) is not Protected. [android:exported=true],warning,A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule receiver_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
13,Service (com.xiaomi.push.service.XMPushService) is not Protected. [android:exported=true],warning,A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule service_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
14,Service (com.xiaomi.mipush.sdk.MessageHandleService) is not Protected. [android:exported=true],warning,A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule service_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
15,Broadcast Receiver (com.huawei.hms.support.api.push.PushMsgReceiver) is not Protected. [android:exported=true],warning,A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule receiver_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
16,Broadcast Receiver (com.tesla.widget.VehicleStatusWidget) is not Protected. [android:exported=true],warning,A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule receiver_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
17,Broadcast Receiver (com.tesla.widget.VehicleStatusSquareWidget) is not Protected. [android:exported=true],warning,A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule receiver_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
18,Activity (com.tesla.widget.VehicleStatusWidgetConfigureActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
19,Service (com.wix.reactnativenotifications.core.ProxyService) is not Protected. [android:exported=true],warning,A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule service_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
20,Activity (com.plaid.internal.link.LinkActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
21,Activity (com.stripe.android.link.LinkRedirectHandlerActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
22,Activity (com.stripe.android.payments.StripeBrowserProxyReturnActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
23,Activity (com.fourthline.orca.core.internal.activity.OrcaActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
24,Activity (com.stripe.android.financialconnections.FinancialConnectionsSheetRedirectActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
25,Activity (com.adyen.threeds2.internal.ui.activity.ChallengeActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
26,"Broadcast Receiver (com.google.firebase.iid.FirebaseInstanceIdReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: com.google.android.c2dm.permission.SEND [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
27,"Service (com.google.android.gms.nearby.exposurenotification.WakeUpService) is Protected by a permission, but the protection level of the permission should be checked.Permission: com.google.android.gms.nearby.exposurenotification.EXPOSURE_CALLBACK [android:exported=true]",warning,"A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule service_exported_protected_permission_not_defined in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
28,"Service (androidx.work.impl.background.systemjob.SystemJobService) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.BIND_JOB_SERVICE [android:exported=true]",warning,"A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule service_exported_protected_permission_not_defined in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
29,"Broadcast Receiver (androidx.work.impl.diagnostics.DiagnosticsReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.DUMP [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
30,Activity (androidx.compose.ui.tooling.PreviewActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
31,"Broadcast Receiver (androidx.profileinstaller.ProfileInstallReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.DUMP [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
32,Activity (com.alipay.sdk.app.PayResultActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
33,Activity (com.alipay.sdk.app.AlipayResultActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.teslamotors.tesla,Tesla,/home/jovyan/work/SOEN 321/car_app_analysis/Tesla/manifest_analysis.csv
1,"App can be installed on a vulnerable Android versionAndroid 8.0, minSdk=26]",warning,"This application can be installed on an older version of android that has multiple vulnerabilities. Support an Android version => 10, API 29 to receive reasonable security updates.",Suppression the rule vulnerable_os_version2 in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
2,Clear text traffic is Enabled For App[android:usesCleartextTraffic=true],high,"The app intends to use cleartext network traffic, such as cleartext HTTP, FTP stacks, DownloadManager, and MediaPlayer. The default value for apps that target API level 27 or lower is ""true"". Apps that target API level 28 or higher default to ""false"". The key reason for avoiding cleartext traffic is the lack of confidentiality, authenticity, and protections against tampering; a network attacker can eavesdrop on transmitted data and also modify it without being detected.",Suppression the rule clear_text_traffic in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
3,App has a Network Security Configuration[android:networkSecurityConfig=@xml/network_system_security_config],info,"The Network Security Configuration feature lets apps customize their network security settings in a safe, declarative configuration file without modifying app code. These settings can be configured for specific domains and for a specific app.",Suppression the rule has_network_security in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
4,Service (com.toyota.oneapp.fcm.ToyotaFCMService) is not Protected. [android:exported=true],warning,A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule service_explicitly_exported in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
5,Activity (com.toyota.oneapp.ui.widgetgallery.WidgetGalleryActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
6,"Service (oneapp.translations.translationplatform.service.TranslationsService) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.BIND_JOB_SERVICE [android:exported=true]",warning,"A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule service_exported_protected_permission_not_defined in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
7,Activity (org.forgerock.android.auth.ui.FRMainActivity) is not Protected. [android:exported=true],warning,An Activity is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule activity_explicitly_exported in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
8,TaskAffinity is set for activity (com.salesforce.marketingcloud.notifications.NotificationOpenActivity),warning,"If taskAffinity is set, then other application could read the Intents sent to Activities belonging to another task. Always use the default setting keeping the affinity as the package name in order to prevent sensitive information inside sent or received Intents from being read by another application.",Suppression the rule activity_task_affinity_set in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
9,"Broadcast Receiver (com.google.firebase.iid.FirebaseInstanceIdReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: com.google.android.c2dm.permission.SEND [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
10,Broadcast Receiver (com.salesforce.marketingcloud.sfmcsdk.SFMCSdkReceiver) is not Protected. [android:exported=true],warning,A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule receiver_explicitly_exported in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
11,"Service (androidx.work.impl.background.systemjob.SystemJobService) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.BIND_JOB_SERVICE [android:exported=true]",warning,"A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule service_exported_protected_permission_not_defined in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
12,"Broadcast Receiver (androidx.work.impl.diagnostics.DiagnosticsReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.DUMP [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
13,"Broadcast Receiver (androidx.profileinstaller.ProfileInstallReceiver) is Protected by a permission, but the protection level of the permission should be checked.Permission: android.permission.DUMP [android:exported=true]",warning,"A Broadcast Receiver is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device. It is protected by a permission which is not defined in the analysed application. As a result, the protection level of the permission should be checked where it is defined. If it is set to normal or dangerous, a malicious application can request and obtain the permission and interact with the component. If it is set to signature, only applications signed with the same certificate can obtain the permission.",Suppression the rule receiver_exported_protected_permission_not_defined in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
14,Service (com.google.android.play.core.assetpacks.AssetPackExtractionService) is not Protected. [android:exported=true],warning,A Service is found to be shared with other apps on the device therefore leaving it accessible to any other application on the device.,Suppression the rule service_explicitly_exported in com.toyota.oneapp.eu,Toyota,/home/jovyan/work/SOEN 321/car_app_analysis/Toyota/manifest_analysis.csv
